participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
4,5,14,0,2839,1640,10218,3,1,false,false,,,false,true,10206,8950,3155,2031,3071,3142,0,3111,3363,1,7,761,12490,2631,4686,4,0,4,88740,13130,6286,102133,16664,11333,1700,180,902,902,359,126,CHALLENGER,4,14,false,100,7.7 6.4,2.3 -3.1,-109.70000000000002 -224.09999999999997,320.4 483.3,375.20000000000005 455.5,MIDDLE,SOLO,6.700000000000017 -67.1,453.5 467.9,1481346349
5,9,13,0,18650,596,14015,6,0,false,true,,,false,false,8403,7525,3077,3052,1412,3111,1037,0,3364,0,3,382,5948,507,5260,112,16,67,91247,6042,16045,116452,9226,22048,8282,14,19256,2676,743,164,CHALLENGER,11,4,false,100,0.3 0.8,-0.30000000000000004 -0.8,38.20000000000002 -1.7000000000001023,707.5 1114.1,333.9 343.9,JUNGLE,NONE,-5.299999999999997 5,344.6 530.7,1481346349
6,11,11,0,2700,181,9690,3,0,false,false,,,false,false,6529,5775,3050,3401,3117,0,2055,0,3364,0,1,566,4219,3316,4228,0,0,0,5818,783,7482,28160,4421,12830,1965,52,18122,321,1119,201,PLATINUM,14,4,true,200,1.2999999999999998 3.1,0.39999999999999925 1.9499999999999997,123.99999999999999 178.10000000000008,343 691,173 318.4,BOTTOM,DUO_SUPPORT,-20.950000000000003 90.6,287.1 375.29999999999995,1481346349
7,12,13,0,8082,1503,32972,5,0,false,false,,,false,false,9495,9050,1401,2031,3047,3075,1011,1029,3340,1,3,599,78236,9376,4836,104,8,79,27398,2082,15651,112063,11911,22550,6727,24,6428,452,2062,33,MASTER,11,4,true,200,0.6000000000000001 1.6,0.30000000000000004 0.8,-38.20000000000002 1.7000000000001023,669.3 1115.8000000000002,262 481.20000000000005,JUNGLE,NONE,5.299999999999997 -5,349.9 525.7,1481346349
8,5,15,0,5333,3035,16889,3,0,false,false,,,false,false,10176,9450,3047,3142,2031,3751,3071,1031,3340,1,5,785,12557,2170,2179,2,1,0,87834,9610,12223,107450,13098,16230,492,184,7058,1318,1827,86,UNRANKED,12,4,true,200,7.300000000000001 7.199999999999999,0.7000000000000002 -1.1,-54.40000000000002 278.59999999999997,254.6 1054.8,310.6 391.1,TOP,SOLO,64.6 -126.30000000000004,473.1 487,1481346349
9,5,14,0,3482,1608,8901,1,1,false,false,,,false,false,9297,8350,3146,2055,2031,3157,1054,3047,3340,1,6,234,68015,6376,3009,0,0,0,24007,2538,9802,93358,9397,13490,5004,180,1336,482,679,84,CHALLENGER,14,4,true,200,5.4 9.5,-2.3 3.1,109.70000000000002 224.09999999999997,430.1 707.4,244.1 436.4,MIDDLE,SOLO,-6.700000000000017 67.1,446.79999999999995 535,1481346349
10,6,13,0,10186,3366,4866,3,0,false,false,,,false,false,11236,9600,1055,3153,3071,1038,3047,1029,3363,2,7,552,2105,507,2494,16,4,5,101807,8486,7231,105690,9154,10317,1647,194,1778,160,591,236,UNRANKED,7,4,true,200,7.199999999999999 8.5,0.39999999999999925 1.9499999999999997,123.99999999999999 178.10000000000008,331.2 589.1,317.3 491.9,BOTTOM,DUO_CARRY,-20.950000000000003 90.6,281.9 543.4,1481373056
1,6,17,0,7972,7972,34446,4,1,false,true,true,false,false,true,16218,15708,3078,3742,3026,3111,3053,3211,3340,4,13,1057,80,80,11090,4,4,0,171464,22236,25453,178768,29540,37835,7995,239,7223,7223,1292,122,UNRANKED,12,4,true,100,6.4 10.4 5.800000000000001,,,534.5 726.9 1768.2,316 399.20000000000005 654.1,JUNGLE,NONE,,454.2 500.5 507.6,1481373056
2,10,16,0,2505,1547,12978,10,1,false,false,true,false,false,false,12572,10300,0,3152,3907,1054,3158,3165,3363,2,8,260,134122,23028,9584,8,0,8,11138,910,24177,146507,24723,35394,18963,185,1247,785,1633,8,DIAMOND,14,4,true,100,4.9 5.1 6.2,-0.2999999999999998 -3.1999999999999997 -0.9999999999999996,2.200000000000017 324.7 -207.69999999999993,540.6 1124.2 1278.8000000000002,238.9 318.1 439,MIDDLE,SOLO,-95.19999999999999 -221.09999999999997 -66.49999999999994,330.20000000000005 358 575.5,1481373056
3,10,15,0,5832,5468,11137,2,0,false,false,true,false,false,false,12728,11780,3071,3153,3046,3123,1054,3006,3363,1,6,1675,5033,1838,15688,12,0,12,151884,20154,10290,159182,22432,26159,1159,219,2264,440,180,236,DIAMOND,1,4,true,100,7.4 8.7 5.4,0.04999999999999982 -0.20000000000000018 -0.3500000000000001,98.74999999999997 82.84999999999997 351.1500000000001,530.6 865.2 1053.6,296 418.1 413.8,BOTTOM,DUO_CARRY,15.050000000000011 -39.400000000000006 -25.299999999999983,336.7 438.5 537.1,1481373056
4,11,16,0,32445,3311,31341,11,0,false,false,false,true,false,false,13805,12250,3077,1412,3147,3044,3026,3047,3340,2,8,457,29420,3210,7891,145,9,104,161044,26528,26211,202213,31842,35621,7592,31,11748,2104,1518,64,UNRANKED,11,4,true,100,0.8 0.4 1.7000000000000002,,,861.9 1152.8 1277.3,367.1 398.5 501.5,JUNGLE,NONE,,377.4 520.1 626.8,1481373056
5,13,13,0,1064,715,7238,4,0,false,false,true,false,false,false,7529,6750,3107,3098,3158,3067,3801,1011,3364,0,0,1170,7471,4111,5587,0,0,0,3406,461,11347,11452,4898,17286,26309,13,575,325,352,16,MASTER,4,7,true,100,0.7 0.5 0.1,0.04999999999999982 -0.20000000000000018 -0.3500000000000001,98.74999999999997 82.84999999999997 351.1500000000001,233.2 260.5 1020.8,136.4 224.89999999999998 259.8,BOTTOM,DUO_SUPPORT,15.050000000000011 -39.400000000000006 -25.299999999999983,262.7 267.2 353.1,1481373056
6,5,15,0,10702,1529,5904,7,0,false,false,false,false,false,false,11157,11200,0,3020,3285,3157,3165,2055,3363,0,3,493,141849,30449,4629,8,0,4,13513,1097,12397,157602,31547,18106,583,207,2239,0,1079,74,MASTER,4,12,false,200,7.2 7.9 5.4,-0.04999999999999982 0.20000000000000018 0.3500000000000001,-98.74999999999997 -82.84999999999997 -351.1500000000001,366.79999999999995 401.70000000000005 592.0999999999999,244.8 304 401.9,BOTTOM,DUO_CARRY,-15.050000000000011 39.400000000000006 25.299999999999983,293.5 471.7 542,1481373056
7,6,17,0,1901,1901,35585,7,0,false,false,false,false,false,false,11948,11925,3071,3800,3022,3211,3047,1033,3340,2,4,411,629,629,5765,4,4,0,152779,20321,19223,161876,21701,30248,4203,215,8468,750,5259,6,MASTER,12,4,false,200,5.8 7.8999999999999995 7.4,,,470.7 709.5 1359,221 387 472.4,TOP,SOLO,,389.4 549.8 728.2,1481373056
8,9,17,0,8594,1273,23110,6,1,false,false,false,false,false,false,14701,14375,2055,3053,3047,3142,3143,3071,3340,3,11,687,390,390,8819,8,0,0,170023,29256,26406,173575,31801,36919,14902,217,3161,2154,1693,266,CHALLENGER,4,14,false,200,5.199999999999999 8.3 7.199999999999999,0.2999999999999998 3.1999999999999997 0.9999999999999996,-2.200000000000017 -324.7 207.69999999999993,538.4 799.5 1486.5,361.20000000000005 388.4 557.4,MIDDLE,SOLO,95.19999999999999 221.09999999999997 66.49999999999994,425.4 579.0999999999999 642,1481373056
9,10,16,0,16481,2495,21341,10,0,false,false,false,false,false,false,13519,12858,1412,3053,3047,3078,1038,2055,3364,3,10,532,13208,2171,10112,119,4,83,132213,24309,24738,153361,28432,37075,14583,42,7940,1952,2224,5,CHALLENGER,11,4,false,200,1.5 1 1.5999999999999999,,,715.3 1096.4 1559.5,272.3 524.8 408.9,JUNGLE,NONE,,355.3 569.5 543.3,1481373056
10,10,13,0,1501,301,9723,5,0,false,false,false,false,false,false,8935,8350,3092,3157,2055,3114,3801,3117,3364,1,3,1173,25779,14469,5231,0,0,0,4621,1024,11852,30627,15611,17705,2241,33,226,118,621,25,DIAMOND,4,14,false,200,0.8 1.7000000000000002 0.8,-0.04999999999999982 0.20000000000000018 0.3500000000000001,-98.74999999999997 -82.84999999999997 -351.1500000000001,199.5 558.3 780,175.6 343.3 273.8,BOTTOM,DUO_SUPPORT,-15.050000000000011 39.400000000000006 25.299999999999983,275.79999999999995 312.8 398.79999999999995,1481388833
1,10,12,0,1775,0,14395,7,0,false,false,false,false,false,false,7190,6000,1413,2031,1011,0,1031,3111,3364,0,1,419,17843,1202,9588,86,0,67,58160,3146,13890,79886,4615,24597,9027,20,3882,266,1118,48,DIAMOND,4,11,false,100,0 0.8,,,813.5999999999999 884.5999999999999,232.4 304.1,JUNGLE,NONE,,240.8 489.70000000000005,1481388833
2,8,10,0,0,0,20954,8,0,false,false,false,false,false,false,5940,5800,3401,3117,3050,1028,0,0,3364,0,1,241,8435,3808,7502,0,0,0,7820,517,11072,28131,4966,21125,6652,55,11875,640,2550,12,CHALLENGER,4,14,false,100,1.7 3.1,-0.3500000000000003 0.40000000000000036,144.04999999999993 187.3,577.5999999999999 737.9,199.9 241.70000000000002,BOTTOM,DUO_SUPPORT,-38.75 -51.55000000000001,235.1 285.3,1481388833
3,8,13,0,4646,0,4928,5,0,false,false,false,false,false,false,8673,8705,3153,3006,3124,0,1054,0,3363,0,2,668,256,256,3620,12,0,7,74961,5298,9509,82918,6392,14135,1672,189,7699,836,1005,67,CHALLENGER,4,7,false,100,7.3 8.5,-0.3500000000000003 0.40000000000000036,144.04999999999993 187.3,403.29999999999995 568.3,295.9 338.8,BOTTOM,DUO_CARRY,-38.75 -51.55000000000001,307.6 489.9,1481388833
4,4,13,0,977,931,27368,4,2,false,false,false,false,false,false,10030,9925,1054,3742,3071,3111,3751,3211,3340,1,5,1036,16364,1525,6351,0,0,0,74312,9559,13830,99200,12824,24150,312,180,8523,1739,3969,86,UNRANKED,12,4,false,100,8 7.4,,,392.2 899.7,262.3 575.1,JUNGLE,NONE,,456.9 493.70000000000005,1481388833
5,3,13,0,729,0,10059,5,2,false,false,false,false,false,false,10588,10300,3157,3152,3165,0,0,3158,3340,3,7,418,81539,12889,9191,4,0,4,17576,1466,11963,100566,15050,23096,14718,199,1451,695,1940,8,DIAMOND,14,4,false,100,7.9 9.2,0.5999999999999999 1.4,160.99999999999997 242.30000000000007,551.7 628.7,363.29999999999995 327.5,MIDDLE,SOLO,-79.29999999999998 9.69999999999996,401.5 457.1,1481388833
6,14,15,0,15599,6474,6543,3,0,false,false,false,false,false,false,11418,9375,3040,2033,3158,0,1058,3165,3340,1,4,906,130110,15771,3952,21,2,17,9955,1726,7004,145238,17734,11904,648,173,5171,236,947,13,CHALLENGER,4,12,true,200,7.3 7.800000000000001,-0.5999999999999999 -1.4,-160.99999999999997 -242.30000000000007,390.70000000000005 386.4,427.1 411.79999999999995,MIDDLE,SOLO,79.29999999999998 -9.69999999999996,480.79999999999995 447.40000000000003,1481388833
7,9,13,0,14894,0,9275,3,0,false,false,false,false,false,false,9366,8000,3157,1402,2031,3111,2055,3067,3364,1,3,514,77167,7941,5004,95,16,51,18605,1304,11028,101269,9680,16445,8637,24,5496,434,412,79,CHALLENGER,11,4,true,200,0.4 1.4,,,652.8 742.2,326.4 408.3,JUNGLE,NONE,,338.1 512.3,1481388833
8,18,12,0,8200,972,10677,2,0,false,false,false,false,true,false,7831,6275,3009,3401,3067,0,0,3050,3364,0,0,1050,10551,4529,5138,0,0,0,11040,1114,8000,37129,6014,13836,3173,51,15537,370,697,201,MASTER,14,4,true,200,1.5 2.7,0.3500000000000003 -0.40000000000000036,-144.04999999999993 -187.3,362.9 619.2,208.70000000000002 323.1,BOTTOM,DUO_SUPPORT,38.75 51.55000000000001,288.4 340.70000000000005,1481388833
9,5,14,0,23634,11942,4521,5,3,false,true,true,false,false,true,17223,17475,3031,3094,3800,3006,3095,3072,3363,4,17,899,6344,2037,4117,20,5,8,150729,29507,6635,169531,39487,12247,1963,177,12456,7941,1494,119,CHALLENGER,7,4,true,200,8.2 8.1,0.3500000000000003 -0.40000000000000036,-144.04999999999993 -187.3,329.9 312.4,550.7 628.7,BOTTOM,DUO_CARRY,38.75 51.55000000000001,331.79999999999995 537.5999999999999,1481388833
10,9,14,0,3415,1232,8322,3,1,false,false,false,true,false,false,11024,8133,3077,3078,1028,3111,3052,2033,3340,2,5,729,23893,3791,3525,12,4,4,75279,5811,9868,102162,11205,14020,4026,159,2989,1603,626,39,MASTER,4,12,true,200,6 7.1,,,299.5 612.5,253.9 381.20000000000005,TOP,SOLO,,368.79999999999995 400.5,1481470151
1,7,13,0,3268,3268,6591,1,0,false,false,true,false,false,false,9641,8075,3071,1011,0,3142,2055,1001,3340,1,6,1091,107,107,2826,4,4,0,88166,8479,11341,93494,9400,14196,5441,156,5220,814,29,266,CHALLENGER,4,14,true,100,7.1 8.3,3.3999999999999995 0.20000000000000018,144.8 270.7,336.1 927.4,304.6 501.70000000000005,MIDDLE,SOLO,163.20000000000002 139.3,397.70000000000005 613,1481470151
2,7,12,0,26202,4076,8392,2,0,false,false,false,false,false,true,9659,7983,1412,3078,3111,2055,0,0,3364,1,6,645,10018,726,2798,106,19,60,105376,8626,14435,124460,10395,17543,11355,14,9066,1042,308,5,CHALLENGER,11,4,true,100,0.4 0.5,,,520.3 1153.9,336.7 470.1,JUNGLE,NONE,,268 636.1,1481470151
3,1,11,0,2534,2534,7357,4,1,false,false,false,false,true,false,8295,7158,1055,3047,3078,1042,1038,0,3340,2,4,393,26851,3362,4278,12,0,8,28881,3206,10188,58454,6781,14746,4564,121,2722,213,279,76,MASTER,4,12,true,100,6.6 5.2,-1.4000000000000004 0.20000000000000018,288 -13.699999999999989,560.9 697.5,239.4 481.4,TOP,SOLO,-74.5 112.1,411 423.7,1481470151
4,8,12,0,4252,4252,2651,2,0,false,false,true,false,false,false,11020,8508,1053,3078,1055,3042,3158,0,3363,3,8,584,14425,2211,2372,0,0,0,80197,9233,4849,96075,11862,7469,1337,169,1452,416,247,81,DIAMOND,4,7,true,100,6 10,,,311.3 391,378.6 516.1,BOTTOM,DUO_CARRY,,306.6 549.7,1481470151
5,13,10,0,850,691,6739,4,0,false,true,true,false,false,false,6854,5825,3069,0,3190,3117,0,3067,3364,0,2,345,8964,4574,4552,0,0,0,3852,869,5394,13360,5986,10185,0,8,543,543,237,412,DIAMOND,4,14,true,100,0.1 0.4,,,346.9 517.4,275.5 274,BOTTOM,DUO_SUPPORT,,254.1 371.1,1481470151
6,1,11,0,1234,0,3956,4,0,false,false,false,false,false,false,6013,5550,1054,2055,3108,3003,1001,1082,3363,0,1,547,45140,3319,1511,4,0,1,10652,364,8210,55793,3683,9986,78,124,0,0,264,38,UNRANKED,4,12,false,200,3.7 8.1,-3.3999999999999995 -0.20000000000000018,-144.8 -270.7,191.3 656.7,176.2 352.1,MIDDLE,SOLO,-163.20000000000002 -139.3,234.5 473.7,1481470151
7,4,11,0,1056,0,4240,8,0,false,false,false,false,false,false,6663,5600,1402,2031,3020,3916,0,0,3340,0,3,218,52444,4202,3963,72,4,57,7969,486,8488,66070,5051,13185,2591,20,5656,362,734,163,UNRANKED,11,4,false,200,1.8 0.2,,,491.9 826.5999999999999,234.5 338.79999999999995,JUNGLE,NONE,,279.70000000000005 446.5,1481470151
8,2,11,0,922,854,6528,5,0,false,false,false,false,false,false,7669,7425,1055,3147,3047,3095,0,0,3340,1,4,666,73,73,804,0,0,0,62275,15521,9961,62565,15810,11318,777,130,216,216,553,133,CHALLENGER,4,12,false,200,8 5,1.4000000000000004 -0.20000000000000018,-288 13.699999999999989,272.9 711.2,285.5 418.29999999999995,TOP,SOLO,74.5 -112.1,485.5 311.6,1481470151
9,3,11,0,0,0,6299,5,1,false,false,false,false,false,false,8113,7825,3095,3124,0,0,1056,3006,3363,1,4,319,8673,3523,3266,0,0,0,67877,7354,6027,76587,10913,9523,2053,175,36,36,229,145,CHALLENGER,7,4,false,200,6.199999999999999 9.7,,,315.9 387.4,298.1 409.9,BOTTOM,SOLO,,258.8 455.79999999999995,1481470151
10,9,10,0,0,0,8811,4,0,false,false,false,false,false,false,5519,5250,2055,3097,3109,2031,3047,1028,3364,0,1,529,6020,4326,2909,4,4,0,3581,974,6429,17838,5789,10587,1085,37,8236,488,1248,201,MASTER,4,14,false,200,1.3 2.2,,,518.9 408.6,223.10000000000002 262,JUNGLE,NONE,,260.4 404.4,1481480770
1,18,13,0,3228,2424,12440,1,0,false,false,true,false,false,false,8701,7900,3504,3069,3117,0,3050,0,3364,0,1,786,11282,7184,2604,0,0,0,3777,1847,5687,15587,9559,8292,4285,17,527,527,0,497,DIAMOND,14,4,true,100,0 1.3,-0.6500000000000001 0.4500000000000002,-105.25 -317.45000000000005,223.60000000000002 238.2,222.79999999999998 274.1,BOTTOM,DUO_SUPPORT,34.39999999999998 42.25000000000003,322.20000000000005 359.6,1481480770
2,8,14,0,15453,9594,6213,1,2,false,false,true,false,false,false,13990,12260,1055,3031,3094,3086,3006,3095,3363,2,9,1425,4172,2086,1024,8,0,8,180023,21129,7360,188217,23839,8385,1171,253,4021,624,0,15,CHALLENGER,7,4,true,100,8.5 11.1,-0.6500000000000001 0.4500000000000002,-105.25 -317.45000000000005,224.3 201,315.5 521.4,BOTTOM,DUO_CARRY,34.39999999999998 42.25000000000003,322.2 546.3,1481480770
3,10,15,0,6334,3277,7305,4,0,false,false,true,false,false,false,10190,8700,2033,3040,2421,3108,1082,3165,3364,2,4,469,96149,21857,4567,8,0,8,8513,790,12036,104662,22648,16686,3579,167,0,0,82,69,MASTER,4,1,true,100,6.9 6.9,,,354.3 522.4,236.2 325.6,MIDDLE,DUO,,402.29999999999995 479.79999999999995,1481480770
4,2,16,0,9610,5164,19904,6,0,false,false,false,false,false,false,12429,11350,3812,2033,3071,3111,3053,1036,3363,1,6,346,599,406,9240,4,4,0,182650,21758,15652,187218,22165,28120,9063,238,3967,0,3228,420,UNRANKED,12,4,true,100,7.5 9.7,,,700 1004.5999999999999,340.7 432.79999999999995,MIDDLE,DUO,,506.4 592.3,1481480770
5,11,16,0,19059,3823,18343,4,1,false,false,false,false,false,false,12314,11100,2421,1412,3111,3071,3156,2055,3364,1,5,438,17103,1388,8082,140,5,98,139480,11973,21422,164542,14471,30754,16520,35,7958,1110,1249,5,CHALLENGER,4,11,true,100,1.3 1.6,1.1 0.5,90.30000000000005 521.7,686 1295.1,364 466.79999999999995,JUNGLE,NONE,101.1 134.20000000000002,467.2 594.3,1481480770
6,3,15,0,237,237,36759,6,0,false,false,false,false,false,false,8834,8250,3800,2033,3076,3083,3047,2055,3340,0,3,450,46840,9179,5606,0,0,0,52799,6320,21649,103881,16234,27810,740,158,4241,734,555,516,DIAMOND,12,4,false,200,4.699999999999999 8,,,674.6 947.5,249.8 384.6,TOP,SOLO,,422.79999999999995 595.9000000000001,1481480770
7,2,15,0,5348,3560,17884,3,1,false,false,false,false,false,false,10938,10885,3071,3111,0,3142,3143,0,3340,2,4,944,545,129,12127,8,0,0,123845,11938,16201,129714,13235,28615,10641,217,5324,1167,286,266,CHALLENGER,4,14,false,200,7.3999999999999995 9.100000000000001,,,520.7 916.7,268.8 426.8,MIDDLE,SOLO,,485.3 548.8,1481480770
8,2,14,0,27805,3584,11527,5,0,false,true,false,false,false,true,11338,10375,3157,1414,3020,3916,2055,3136,3364,1,7,576,96847,9155,4959,121,3,88,32322,937,15745,141502,10931,21198,6570,22,12331,837,494,60,CHALLENGER,11,4,false,200,0.2 1.1,-1.1 -0.5,-90.30000000000005 -521.7,595.6999999999999 773.4,336.5 469.70000000000005,JUNGLE,NONE,-101.1 -134.20000000000002,366.1 460.1,1481480770
9,3,12,0,274,109,30304,6,0,false,false,false,false,false,false,5899,5025,2055,2031,3401,3105,3117,1029,3364,0,0,584,5680,4186,7412,0,0,0,5048,971,12071,25519,5661,19814,5995,51,14791,503,330,12,DIAMOND,14,4,false,200,1.5 1.9,0.6500000000000001 -0.4500000000000002,105.25 317.45000000000005,401.1 534.5,148.8 247.10000000000002,BOTTOM,DUO_SUPPORT,-34.39999999999998 -42.25000000000003,250 294.1,1481480770
10,2,13,0,3834,1399,6431,5,0,false,false,false,false,false,false,9393,8375,1038,1055,0,3094,3095,3009,3363,0,1,824,7701,520,3727,4,0,1,127739,8613,11188,135440,9133,15511,2554,234,0,0,595,202,MASTER,7,4,false,200,8.3 9.6,0.6500000000000001 -0.4500000000000002,105.25 317.45000000000005,257.3 539.6,259.1 404.4,BOTTOM,DUO_CARRY,-34.39999999999998 -42.25000000000003,325.6 527.3,1481652539
1,12,18,0,6035,2783,38648,11,0,false,false,false,false,false,false,17848,17125,3033,3026,3153,3046,3006,3031,3363,1,9,587,15015,2179,8251,13,1,9,222372,21690,26077,247502,32772,37057,3734,257,10115,8903,2729,157,PLATINUM,14,4,false,100,5 5.9 6.5 5.533333333333334,,,453.4 733.4 874.1999999999999 1096.466666666667,263.1 245.89999999999998 416.3 531.6,MIDDLE,SOLO,,318.2 430.5 631.8 531.7333333333332,1481652539
2,10,18,0,20682,7511,39573,13,4,false,false,false,false,false,false,18505,18575,3153,3046,3072,3006,3022,1419,3364,3,11,389,4284,1039,10738,134,16,99,218629,25670,38776,260973,41049,53134,11951,93,38060,14339,3619,11,PLATINUM,4,11,false,100,0 1.3 2 3.9999999999999996,,,539 815.2 1286.6 1743.4666666666665,241.3 421.4 545.7 386.6666666666667,JUNGLE,NONE,,294.5 466.2 668.8 479.06666666666666,1481652539
3,19,18,0,13506,6627,21143,11,1,false,false,true,false,false,false,19602,18905,3094,3140,3031,3095,3046,3033,3363,4,14,710,34588,7712,9747,23,0,21,317978,57585,27775,361701,73865,40214,9141,287,9134,8566,2691,202,PLATINUM,7,4,false,100,7.1000000000000005 6.3 6.8 5.666666666666667,-1.1999999999999997 0.44999999999999996 0.14999999999999947 1.4802973661668753e-16,-165.05 -93.85000000000002 -578.8499999999999 -236.4666666666666,240.1 842.3 1114.6 1216.2666666666667,270.5 446 479 468.3333333333333,BOTTOM,DUO_CARRY,-20.350000000000023 29.89999999999995 145.45 -32.19999999999999,360.70000000000005 417.7 616.4000000000001 625,1481652539
4,8,18,0,4959,2791,16558,10,1,false,true,true,false,false,false,15564,14875,3157,3020,3285,1058,3165,3116,3364,4,12,557,150706,38431,10259,4,0,4,11437,2022,16751,167897,45750,29501,3155,170,5752,5296,2489,101,SILVER,14,4,false,100,2.9000000000000004 5 5.7 2.266666666666667,-2 1.9000000000000001 1.1 -2.0666666666666664,-357.99999999999994 -756.0999999999999 -365 -684.2666666666668,263.6 368.3 847.5 871.6666666666666,200.3 368.29999999999995 373.7 368,TOP,SOLO,-39.80000000000001 192.69999999999996 -44.5 -360.13333333333327,347.79999999999995 572.5 496.20000000000005 351.20000000000005,1481652539
5,28,16,0,1097,412,15816,10,0,false,false,false,false,false,false,11704,10725,3190,3050,3504,3092,2055,3117,3364,0,1,809,18290,11350,5257,0,0,0,2469,1124,14558,22969,14684,20790,14882,12,2209,2209,974,267,PLATINUM,14,4,false,100,0 0.3 0.7 0.13333333333333333,-1.1999999999999997 0.44999999999999996 0.14999999999999947 1.4802973661668753e-16,-165.05 -93.85000000000002 -578.8499999999999 -236.4666666666666,107.5 510.6 520.5 612.8666666666667,136.7 288 279.79999999999995 264.4,BOTTOM,DUO_SUPPORT,-20.350000000000023 29.89999999999995 145.45 -32.19999999999999,210.39999999999998 331.5 485.1 318.4666666666667,1481652539
6,25,18,0,38232,322,107360,5,2,false,false,false,false,false,false,21704,15875,3800,3065,3047,1413,3742,3110,3340,3,15,1029,145135,23513,15222,161,21,90,43090,3882,43256,296943,30204,72182,37551,107,108719,2808,13703,20,DIAMOND,4,11,true,200,1.5 1.4 1.8 3.133333333333333,,,546.7 1282.9 1815.3 2344.866666666667,303.9 513.8 461.2 517.3333333333334,MIDDLE,DUO_SUPPORT,,357.4 569.9 645.6 847.4,1481652539
7,13,18,0,22714,5809,101640,10,4,false,false,false,false,false,false,24738,30095,3143,3142,3800,3071,3812,3022,3363,6,22,451,678,678,11925,16,0,8,337188,51150,29116,356940,57380,52672,12099,324,19073,5551,11630,6,CHALLENGER,14,4,true,200,4.7 7.699999999999999 7.4 7.599999999999999,,,422.5 935.7 1375.9 1670.3333333333333,286.8 417.20000000000005 553 721.1333333333333,MIDDLE,DUO_CARRY,,388.5 511.29999999999995 628.3 929.1333333333333,1481652539
8,20,16,0,1636,725,46171,11,0,false,false,false,false,true,false,11386,10225,3401,3109,3800,3117,3050,0,3364,0,2,538,13619,5588,10346,0,0,0,8814,1785,24479,31739,9145,41136,9079,32,9305,1771,6311,12,DIAMOND,4,14,true,200,1.2000000000000002 0.8 0.9 0.19999999999999998,1.1999999999999997 -0.44999999999999996 -0.14999999999999947 -1.4802973661668753e-16,165.05 93.85000000000002 578.8499999999999 236.4666666666666,422.7 817 1442.8000000000002 954.0666666666666,172.39999999999998 270.5 236.3 251.13333333333333,BOTTOM,DUO_SUPPORT,20.350000000000023 -29.89999999999995 -145.45 32.19999999999999,245 317.20000000000005 438.29999999999995 317.26666666666665,1481652539
